Inventory Number,Title,Art Type,Full Year,Media,Image,Framed,Current Owner,Contact Id,Artist Id,Location,Bin,Confirmed Middleton Hills,
A-020974,AFTON BEACH,FINE ART,2006,ACRYLIC PAINTING ON MASONITE,I:\Image\balismo afton beach.jpg,false,3423,3423,3327,3494,,,
A-020975,"RECYCLE, REMEMBER, RE-EXAMINE, RE-CONNECT",FINE ART,2006,MIXED MEDIA,,false,3423,3423,3328,3494,,,
A-020976,TO BE PURCHASED,FINE ART,2006,,,false,3423,3423,2162,3494,,,
A-020977,ROMANTIC PLANS,FINE ART,2004,GICLEE',I:\Image\livne romantic plans.JPG,false,0,,280,2518,,,
A-020978,DIAMONDS,FINE ART,,GICLEE',I:\Image\livne diamonds.jpg,false,0,,280,2518,,,
A-020979,RED GATE,FINE ART,,GICLEE',I:\Image\livne red gate.jpg,false,0,,280,2518,,,
A-020980,FLOWERS,FINE ART,,GICLEE',I:\Image\livne flowers.jpg,false,0,,280,2518,,,
A-020981,UNDER YOUR WINGS,FINE ART,,GICLEE',I:\Image\livne under your wings.jpg,false,0,,280,2518,,,
A-020982,NATURE'S ABSTRACTION:71,FINE ART,2006,"MIXED MEDIA TRANSFER COLLAGES: COLOR PHOTO, MONOPRINT, COLOR PENCIL & ACRYLIC PAINT",I:\Image\white natures abstraction 71.jpg,true,3271,3271,3308,3541,,,
A-020983,NATURE'S ABSTRACTION:45,FINE ART,2006,"MIXED MEDIA TRANSFER COLLAGES: COLOR PHOTO, MONOPRINT, COLOR PENCIL & ACRYLIC PAINT",I:\Image\white natures abstraction 45.jpg,false,0,,3308,2518,,,
A-020984,NATURE'S ABSTRACTION:75,FINE ART,2006,"MIXED MEDIA TRANSFER COLLAGES: COLOR PHOTO, MONOPRINT, COLOR PENCIL & ACRYLIC PAINT",I:\Image\white natures abstraction 75.jpg,false,0,,3308,2518,,,
A-020985,NATURE'S ABSTRACTION:74,FINE ART,2006,"MIXED MEDIA TRANSFER COLLAGES: COLOR PHOTO, MONOPRINT, COLOR PENCIL & ACRYLIC PAINT",I:\Image\white natures abstraction 74.jpg,true,3271,3271,3308,3541,,,
A-020986,NATURE'S ABSTRACTION:73,FINE ART,2006,"MIXED MEDIA TRANSFER COLLAGES: COLOR PHOTO, MONOPRINT, COLOR PENCIL & ACRYLIC PAINT",I:\Image\white natures abstraction 73.jpg,false,0,,3308,2518,,,
A-020987,NATURE'S ABSTRACTION:60,FINE ART,2006,"MIXED MEDIA TRANSFER COLLAGES: COLOR PHOTO, MONOPRINT, COLOR PENCIL & ACRYLIC PAINT",I:\Image\white natures abstraction 60.jpg,false,0,,3308,2518,,,
A-020988,NATURE'S ABSTRACTION:61,FINE ART,2006,"MIXED MEDIA TRANSFER COLLAGES: COLOR PHOTO, MONOPRINT, COLOR PENCIL & ACRYLIC PAINT",I:\Image\white natures abstraction 61.jpg,false,0,,3308,2518,,,
A-020989,NATURE'S ABSTRACTION:58,FINE ART,2006,"MIXED MEDIA TRANSFER COLLAGES: COLOR PHOTO, MONOPRINT, COLOR PENCIL & ACRYLIC PAINT",I:\Image\white natures abstraction 58.jpg,false,0,,3308,2518,,,
A-020990,NATURE'S ABSTRACTION:63,FINE ART,2006,"MIXED MEDIA TRANSFER COLLAGES: COLOR PHOTO, MONOPRINT, COLOR PENCIL & ACRYLIC PAINT",I:\Image\white natures abstraction 63.jpg,false,0,,3308,2518,,,
A-020991,NATURE'S ABSTRACTION:56,FINE ART,2006,"MIXED MEDIA TRANSFER COLLAGES: COLOR PHOTO, MONOPRINT, COLOR PENCIL & ACRYLIC PAINT",I:\Image\white natures abstraction 56.jpg,false,0,,3308,2518,,,
A-020992,SUN-UP,FINE ART,,WATERCOLOR,I:\Image\aslakson sun-up.JPG,false,0,,3152,2518,,,
A-020993,ABOVE AND BELOW,FINE ART,,WATERCOLOR,I:\Image\aslakson above and below.jpg,false,0,,3152,2518,,,
A-020994,RIVER AND ROCK,FINE ART,,WATERCOLOR,I:\Image\aslakson river and rock.JPG,false,0,,3152,2518,,,
A-020995,SPRING LANE,FINE ART,,WATERCOLOR,I:\Image\aslakson spring lane.JPG,false,0,,3152,2518,,,
A-020996,SUNFLOWERS,FINE ART,,WATERCOLOR,I:\Image\aslakson sunflowers.JPG,false,0,,3152,2518,,,
A-020997,HIGH SITE REFLECTION,FINE ART,,WATERCOLOR,I:\Image\aslakson high site reflection.JPG,false,0,,3152,2518,,,
A-020998,WALKWAY,FINE ART,,WATERCOLOR,I:\Image\aslakson walkway.JPG,true,3271,3271,3152,3541,,,
A-020999,DAWN TREES,FINE ART,,WATERCOLOR,I:\Image\aslakson dawn trees.JPG,false,0,,3152,2518,,,
A-021000,FROM THE WATER,FINE ART,,WATERCOLOR,I:\Image\aslakson from the water.JPG,false,0,,3152,2518,,,
A-021001,FALL FOLIAGE,FINE ART,,WATERCOLOR,I:\Image\aslakson fall foliage 1.JPG,false,0,,3152,2518,,,
A-021002,TREESIDE FOLIAGE,FINE ART,,WATERCOLOR,I:\Image\aslakson treeside foliage.JPG,false,0,,3152,2518,,,
A-021003,SHELL IN SHELLS,FINE ART,,WATERCOLOR,I:\Image\aslakson shells in shells.JPG,false,0,,3152,2518,,,
A-021004,DRIFT END,FINE ART,,WATERCOLOR,I:\Image\aslakson drift end.JPG,false,0,,3152,2518,,,
A-021005,SUNDOWN WADERS,FINE ART,,WATERCOLOR,I:\Image\aslakson sundown waders.JPG,false,0,,3152,2518,,,
A-021006,WAYSIDE TURKS CAPS,FINE ART,,WATERCOLOR,I:\Image\aslakson wayside turks caps.jpg,false,0,,3152,2518,,,
A-021007,DEEP GARDEN: DUTCHMEN'S BREECHES AND HOSTA,FINE ART,,WATERCOLOR,I:\Image\aslakson deep garden.JPG,false,0,,3152,2518,,,
A-021008,JASMINE,FINE ART,,WATERCOLOR,I:\Image\aslakson jasmine.JPG,true,3271,3271,3152,3541,,,
A-021009,MILKWEED AND DAISIES,FINE ART,,WATERCOLOR,I:\Image\aslakson milkweed and daisies.JPG,false,0,,3152,2518,,,
A-021010,"PEEKING PETALS, MAJOR",FINE ART,,WATERCOLOR,"I:\Image\aslakson peeking petals, major2.JPG",false,0,,3152,2518,,,
A-021011,PANDEMONIUM,FINE ART,,WATERCOLOR,I:\Image\aslakson pandemonium.jpg,false,0,,3152,2518,,,
A-021012,ARROWHEADS,FINE ART,,WATERCOLOR,I:\Image\aslakson arrowheads.jpg,false,0,,3152,2518,,,
A-021013,CHACACHACARE,FINE ART,,WATERCOLOR AND ACRYLIC,I:\Image\rotelli chacahacare.jpg,false,0,,3329,2518,,,
A-021014,SHARP WINTER MELTS WITH SPRING'S DELICIOUS BIRTH,FINE ART,,WATERCOLOR AND ACRYLIC,I:\Image\rotelli sharp winter.jpg,false,0,,3329,2518,,,
A-021015,WESTERN SKY,FINE ART,,WATERCOLOR,I:\Image\rotelli western sky.jpg,false,0,,3329,2518,,,
A-021016,COLOR SPECTRUM,FINE ART,,WATERCOLOR,I:\Image\rotelli color spectrum.jpg,false,0,,3329,2518,,,
A-021017,DRAGON'S MOUTH,FINE ART,,WATERCOLOR,I:\Image\rotelli dragons mouth.jpg,false,0,,3329,2518,,,
A-021018,UNTITLED,FINE ART,,WATERCOLOR,I:\Image\rotelli crucifixion falls.jpg,false,0,,3329,2518,,,
A-021019,GOING HOME,FINE ART,2005,"COLOR AQUATINT, SPITBITE AQUATINT & SOFT GROUND ETCHING",I:\Image\bendolph going home.jpg,true,0,,3244,3254,OS 001,TRUE,
A-021020,MAYDAY,FINE ART,2005,"COLOR AQUATINT, SPITBITE AQUATINT AND SOFTGROUND ETCHING",I:\Image\bendolph mayday.jpg,true,0,,3244,2518,,,
A-021021,TRIANGLES (AFTER ANNIE E. PETTWAY),FINE ART,2005,"COLOR AQUATINT, SPITBITE AQUATINT & SOFT GROUND ETCHING",I:\Image\bendolph triangles.jpg,true,0,,3244,2518,,,
A-021022,HOUSETOP BLOCKS/PURPLE,FINE ART,2005,COLOR AQUATINT AND SOFTGROUND ETCHING,I:\Image\bendolph housetop blocks purple.jpg,true,0,,3245,2518,,,
A-021023,TO HONOR MR. DIAL,FINE ART,2005,"COLOR AQUATINT, SPITBITE AQUATINT & SOFT GROUND ETCHING",I:\Image\bendolph to honor mr dial.jpg,true,0,,3245,2518,,,
A-021024,CRYSTAL LAKE,FINE ART,2001,COLOR WOODCUT,I:\Image\buck crystal lake.jpg,false,0,,2084,2518,,,
A-021025,OFFICIAL PORTRAITS: CITIZEN,FINE ART,2006,COLOR LITHOGRAPH WITH COLLAGE,I:\Image\LIU CITIZEN.jpg,false,0,,2348,2518,,,
A-021026,OFFICIAL PORTRAITS: IMMIGRANT,FINE ART,2006,COLOR LITHOGRAPH WITH COLLAGE,I:\Image\LIU IMMIGRANT.jpg,false,0,,2348,2518,,,
A-021027,OFFICIAL PORTRAITS: PROLETARIAN,FINE ART,2006,COLOR LITHOGRAPH WITH COLLAGE,I:\Image\LIU PROLETARIAN.jpg,false,0,,2348,2518,,,
A-021028,THE MING SISTERS,FINE ART,2004,COLOR WOODCUT W/CHINE COLLE AND POCHOIR,I:\Image\woodman the ming sisters.jpg,false,0,,2017,2518,,,
A-021029,RITUAL T1,FINE ART,,,I:\Image\mayr rituals t1.jpg,false,0,,2290,2518,,,
A-021030,DAYS TO LIVE,FINE ART,,,I:\Image\baker days to live.jpg,false,0,,3330,2518,,,
A-021031,DISCOVERY CCLXXI,FINE ART,,,I:\Image\camozzi discovery cclxxi.jpg,false,0,,3331,2518,,,
A-021032,DISCOVERY XXXIV,FINE ART,,,I:\Image\camozzi discovery xxxiv.jpg,false,0,,3331,2518,,,
A-021033,GREEN FOUNTAIN,FINE ART,,,I:\Image\koury 21033.jpg,false,0,,2396,2518,,,
A-021034,CHANGE CYCLE III,FINE ART,,,I:\Image\liu change cycle i.jpg,false,0,,3161,2518,,,
A-021035,TIDEWATER No. 1,FINE ART,,INTAGLIO,I:\Image\kernan tidewater 1.jpg,false,0,,39,2518,,,
A-021036,TIDEWATER No. 2,FINE ART,1995,INTAGLIO,I:\Image\kernan tidewater2.jpg,false,0,,39,2518,,,
A-021037,TIDEWATER No. 3,FINE ART,,INTAGLIO,I:\Image\kernan tidewater3.jpg,false,0,,39,2518,,,
A-021038,TIDEWATER No. 3,FINE ART,,INTAGLIO,I:\Image\kernan tidewater3.jpg,false,0,,39,2518,,,
A-021039,WALK THRU WISCONSIN WOODS,FINE ART,,OIL PAINTING,I:\Image\robichaud 21039.jpg,false,3543,3543,2357,3543,,,
A-021040,GARDENER,FINE ART,,SERIGRAPH,I:\Image\parker gardener.jpg,false,0,,3332,2518,,,
A-021041,WILLOWS,FINE ART,,SERIGRAPH,I:\Image\parker willow.jpg,false,0,,3332,2518,,,
A-021042,HOUSES AND POND,FINE ART,,SERIGRAPH,I:\Image\parker house and pond.jpg,false,0,,3332,2518,,,
A-021043,BIRD HOUSE,FINE ART,,SILKSCREEN,I:\Image\chen birds house.jpg,false,0,,3333,2518,,,
A-021044,GREEN DOOR,FINE ART,,SERIGRAPH,I:\Image\medvedev green door.jpg,false,0,,3334,2518,,,
A-021045,TWO BOATS,FINE ART,,SERIGRAPH,I:\Image\medvedev two boats.jpg,false,0,,3334,2518,,,
A-021046,DORMANT FLEET,FINE ART,,SERIGRAPH,I:\Image\medvedev dormant fleet.jpg,false,0,,3334,2518,,,
A-021047,FLAMINGO,FINE ART,,SERIGRAPH,I:\Image\marchant flamingo.jpg,false,0,,3335,2518,,,
A-021048,SAILFISH,FINE ART,,SERIGRAPH,I:\Image\marchant sailfish.jpg,false,0,,3335,2518,,,
A-021049,STILL LIFE,FINE ART,,SERIGRAPH,I:\Image\anikst still life.jpg,false,0,,3336,2518,,,
A-021050,PEWTER AND FRUIT,FINE ART,,SERIGRAPH,I:\Image\anikst pewter and fruit.jpg,false,0,,3336,2518,,,
A-021051,ISLAND,FINE ART,,SERIGRAPH,I:\Image\moross island.jpg,false,0,,3337,2518,,,
A-021052,POTTED PLANT,FINE ART,,SERIGRAPH,I:\Image\moross 21052.jpg,false,0,,3337,2518,,,
A-021053,STREET SCENE,FINE ART,,SERIGRAPH,I:\Image\kaspin 21053.jpg,false,0,,3338,2518,,,
A-021054,VILLAGE ON THE BLUFF LXXV/C,FINE ART,,SERIGRAPH,I:\Image\21054.jpg,false,0,,2406,2518,,,
A-021055,S VIVALDI SUITES 108,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21055.jpg,false,3339,3339,277,3339,,,
A-021056,S VIVALDI SUITES 107,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21056.jpg,false,3339,3339,277,3339,,,
A-021057,S VIVALDI SUITES 109,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21057.jpg,false,0,,277,2518,,,
A-021058,S VIVALDI SUITES 110,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21058.jpg,false,3339,3339,277,3339,,,
A-021059,S VIVALDI SUITES 111,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21059.jpg,false,0,,277,2518,,,
A-021060,S VIVALDI SUITES 112,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21060.jpg,false,0,,277,2518,,,
A-021061,THE SHAPE OF NATURE 107,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21061.jpg,false,0,,277,2518,,,
A-021062,THE SHAPE OF NATURE 109,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21062.jpg,false,0,,277,2518,,,
A-021063,THE SHAPE OF NATURE 106,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21063.jpg,false,0,,277,2518,,,
A-021064,THE SHAPE OF NATURE 108,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21064.jpg,false,0,,277,2518,,,
A-021065,L SARAH'S SONG 283,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21065.jpg,false,0,,277,2518,B4,TRUE,
A-021066,L SARAH'S SONG 282,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21066.jpg,false,0,,277,2518,,,
A-021067,L YEAR OF THE FLORAL 093,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21067.jpg,false,0,,277,2518,B4,TRUE,
A-021068,L YEAR OF THE FLORAL 092,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21068.jpg,false,3543,3543,277,3543,,,
A-021069,L YEAR OF THE FLORAL 094,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21069.jpg,false,0,,277,2518,B4,TRUE,
A-021070,L YEAR OF THE FLORAL 095,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21070.jpg,false,3543,3543,277,3543,,,
A-021071,BL YEAR OF THE FLORAL 051,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21071.jpg,false,0,,277,2518,B4,TRUE,
A-021072,N YEAR OF THE FLORAL 010,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21072.jpg,false,0,,277,2518,,,
A-021073,N YEAR OF THE FLORAL 015,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21073.jpg,false,0,,277,2518,,,
A-021074,YEAR OF THE FLORAL 2098,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21074.jpg,false,0,,277,2518,,,
A-021075,YEAR OF THE FLORAL 2099,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21075.jpg,false,0,,277,2518,,,
A-021076,EL SARAH'S SONG 107,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21076.jpg,false,0,,277,2518,B4,TRUE,
A-021077,L SARAH'S SONG 1285,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21077.jpg,false,0,,277,2518,B4,TRUE,
A-021078,CEL SARAH'S SONG 146,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21078.jpg,false,0,,277,2518,,,
A-021079,CEL SARAH'S SONG 145,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21079.jpg,false,0,,277,2518,,,
A-021080,EEL VIVALDI SUITES 104,FINE ART,,ACRYLIC & OIL PASTEL PAINTING,I:\Image\bliss 21080.jpg,false,0,,277,2518,,,
A-021081,LITTLE BLUE HERON,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\poster images for web\gal pro poster images\audubon little blue heron.jpg,false,0,,2994,2518,,,
A-021082,KEY WEST QUAIL DOVE,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon key west dove.jpg,false,0,,2994,2518,,,
A-021083,COMMON GRACKLE,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon common grackle.jpg,false,0,,2994,2518,,,
A-021084,GREEN HERON,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon green heron.jpg,false,0,,2994,2518,,,
A-021085,SCREECH OWL,FINE ART,1988,LITHOGRAPH - LOATES EDITION,I:\Image\audubon screech owl.jpg,false,0,,2994,2518,,,
A-021086,WHOOPING CRANE,FINE ART,1988,LITHOGRAPH - LOATES EDITION,I:\Image\audubon whooping crane.jpg,false,0,,2994,2518,,,
A-021087,DOUBLE-CRESTED CORMORANT,FINE ART,1988,LITHOGRAPH - LOATES EDITION,I:\Image\audubon double crested cormant.jpg,false,0,,2994,2518,,,
A-021088,SNOWY EGRET,FINE ART,1988,LITHOGRAPH - LOATES EDITION,I:\Image\audubon snowy egret.jpg,false,0,,2994,2518,,,
A-021089,BALTIMORE ORIOLE,FINE ART,1988,LITHOGRAPH - LOATES EDITION,I:\Image\audubon baltimore oriole.jpg,false,0,,2994,2518,,,
A-021090,RUBY THROATED HUMMINGBIRD,FINE ART,1988,LITHOGRAPH - LOATES EDITION,I:\Image\audubon ruby throated hummingbird.jpg,false,0,,2994,2518,,,
A-021091,SANDHILL CRANE,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon sandhill crane.jpg,false,0,,2994,2518,,,
A-021092,GREAT BLUE HERON,FINE ART,,LITHOGRAPH - LOATES EDITION,I:\Image\audubon great blue heron.jpb.jpg,false,0,,2994,2518,,,
A-021093,RED-SHOULDERED HAWK,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon red shouldered hawk.jpg,false,0,,2994,2518,,,
A-021094,GREAT EGRET,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon great egret.jpg,false,0,,2994,2518,,,
A-021095,AMERICAN WHITE PELICAN,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon american white pelican.jpg,false,0,,2994,2518,,,
A-021096,BROWN PELICAN,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon brown pelican.jpg,false,0,,2994,2518,,,
A-021097,BROAD-WINGED HAWK,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon broad wing hawk.jpg,false,0,,2994,2518,,,
A-021098,PILEATED WOODPECKER,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon pileated woodpecker.jpg,false,0,,2994,2518,,,
A-021099,OSPREY,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon osprey.jpg,false,0,,2994,2518,,,
A-021100,CYR FALCON,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon cyr falcon.jpg,false,0,,2994,2518,,,
A-021101,VIRGINIA PARTRIDGE,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon virginia partridge.jpg,false,0,,2994,2518,,,
A-021102,WOOD IBIS,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon wood ibis.jpg,false,0,,2994,2518,,,
A-021103,WOOD DUCK,FINE ART,1988,LITHOGRAPH - LOATES EDITION,I:\Image\audubon wood duck.jpg,false,0,,2994,2518,,,
A-021104,CANADA GOOSE,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon canada goose.jpg,false,0,,2994,2518,,,
A-021105,TRUMPETER SWAN YOUNG,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon trumpeter swan young.jpg,false,0,,2994,2518,,,
A-021106,TRUMPETER SWAN,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon trumpeter swan.jpg,false,0,,2994,2518,,,
A-021107,LONG-BILLED CURLEW,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon long billed curlew.jpg,false,0,,2994,2518,,,
A-021108,CAROLINA TURTLE DOVE,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon carolina turtle dove.jpg,false,0,,2994,2518,,,
A-021109,SPARROW HAWK,FINE ART,1987,LITHOGRAPH - LOATES EDITION,I:\Image\audubon sparrow hawk.jpg,false,0,,2994,2518,,,
A-021110,ELK PASTURE IN THE TETONS,FINE ART,,WATERCOLOR AND ACRYLIC,I:\Image\rotelli elk pasture in the tetons.jpg,false,0,,3329,2518,,,
A-021111,VOLO BOG ILLINOIS,FINE ART,,WATERCOLOR AND ACRYLIC,I:\Image\rotelli volo bog illinois.jpg,false,0,,3329,2518,,,
A-021112,GOLDEN AUTUMN ON THE RIVER,FINE ART,,WATERCOLOR AND ACRYLIC,I:\Image\rotelli golden autumn on the river.jpg,false,0,,3329,2518,,,
A-021113,LIGHT ADAPTION,FINE ART,,WATERCOLOR AND ACRYLIC,I:\Image\rotelli light adaption.jpg,false,0,,3329,2518,,,
A-021114,BOUQUET AND FRUIT,FINE ART,,OIL PAINTING,I:\Image\robichaud bouquet and fruit.jpg,false,0,,2357,2518,,,
A-021115,"TIPI FARM EVANSVILLE, WI",FINE ART,,OIL PAINTING,I:\Image\robichaud tipi farm evansville.jpg,false,0,,2357,2518,,,
A-021116,"BLACK MOUNTAIN GOLDEN BIRCH (BETULA ALLEGHANIENSIS), BURNSVILLE, NORTH CAROLINA",FINE ART,JUNE 2006,PHOTOGRAPH,I:\Image\flanagan black mountain golden birch left.jpg,false,3494,3494,3326,3494,,,
A-021117,"BLACK MOUNTAIN GOLDEN BIRCH (BETULA ALLEGHANIENSIS), BURNSVILLE, NORTH CAROLINA",FINE ART,JUNE 2006,PHOTOGRAPH,I:\Image\flanagan black mountain golden birch right.jpg,false,3494,3494,3326,3494,,,
A-021118,TREE OF LIFE,FINE ART,2007,QUILT,I:\Image\schmucker tree of life.jpg,false,0,,2108,2518,,,
A-021119,MONT AL PRUNO I,FINE ART,,GICLEE',I:\Image\mullen mont al pruno i.JPG,false,0,,148,2518,,,
A-021120,MONT AL PRUNO II,FINE ART,,GICLEE',I:\Image\mullen mont al pruno ii.JPG,true,3513,3513,148,3514,,,
A-021121,MONT AL PRUNO III,FINE ART,,GICLEE',I:\Image\mullen mont al pruno iii.JPG,true,3513,3513,148,3514,,,
A-021122,LONNIE HOLLEY'S FREEDOM,FINE ART,2005,"COLOR AQUATINT, SPITBITE AQUATINT & SOFT GROUND ETCHING",I:\Image\bendolph lonnie holley's freedom.jpg,true,3513,3513,3245,3516,,,
A-021123,APRIL STRAWFLOWERS,FINE ART,,MIXED MEDIA,I:\Image\wetherby april strawflower.jpg,true,0,,2466,2518,,,
A-021124,TOSCANO - VERDE 222,FINE ART,,MIXED MEDIA,I:\Image\kiraj toscano verde 222.jpg,true,0,,2608,2518,,,
A-021125,TOSCANO - VERDE 223,FINE ART,,MIXED MEDIA,I:\Image\kiraj toscano verde 223.jpg,false,0,,2608,2518,,,
A-021126,TOSCANO - VERDE 226,FINE ART,,MIXED MEDIA,I:\Image\kiraj toscano verde 226.jpg,false,0,,2608,2518,,,
A-021127,TOSCANO - VERDE 1210,FINE ART,,MIXED MEDIA,I:\Image\kiraj toscano verde 210.jpg,false,0,,2608,2518,C1,TRUE,
A-021128,UNTITLED,FINE ART,,ACRYLIC PAINTING,I:\Image\schonebaum 21128.jpg,false,0,,169,2518,,,
A-021129,UNTITLED,FINE ART,,ACRYLIC PAINTING,I:\Image\schonebaum 21129.jpg,false,0,,169,2518,,,
A-021130,TANGENT 6R,FINE ART,2007,MIXED MEDIA,I:\Image\bain tangent 6r.jpg,false,3543,3543,150,3543,,,
A-021131,TANGENT 2R,FINE ART,2007,MIXED MEDIA,I:\Image\bain tangent 2r.jpg,false,0,,150,2518,B2,TRUE,
A-021132,TANGENT 5Q,FINE ART,2007,MIXED MEDIA,I:\Image\bain tangent 5q.jpg,false,0,,150,2518,B2,TRUE,
A-021133,SILHOUETTE 31,FINE ART,2006,MONOPRINT,I:\Image\bain sillhoutte 31.jpg,false,0,,150,2518,,,
A-021134,SILHOUETTE 28,FINE ART,2006,MONOPRINT,I:\Image\bain sillhoutte 28.jpg,false,0,,150,2518,,,
A-021135,SILHOUETTE 23,FINE ART,2006,MONOPRINT,I:\Image\bain sillhoutte 23.jpg,false,0,,150,2518,,,
A-021136,SILHOUETTE 24,FINE ART,2006,MONOPRINT,I:\Image\bain sillhoutte 24.jpg,false,0,,150,2518,,,
A-021137,SILHOUETTE 21,FINE ART,2006,MONOPRINT,I:\Image\bain sillhoute 21.jpg,false,0,,150,2518,,,
A-021138,TWO TULIPS,FINE ART,,GICLEE',I:\Image\wetherby two tulips.jpg,false,0,,2466,2518,,,
A-021139,RANUNCULA IN INK JAR,FINE ART,,GICLEE',I:\Image\wetherby ranucula in an ink jar.jpg,false,0,,2466,2518,,,
A-021140,AMARYLLIS,FINE ART,,GICLEE',I:\Image\wetherby amaryllis.jpg,false,0,,2466,2518,,,
A-021141,OCTOBER POPPY,FINE ART,2004,PHOTOGRAPH,I:\Image\mickevicius october poppy detail.jpg,false,0,,2371,2518,D7,,
A-021142,"AUTUMN FERN, WISCONSIN",FINE ART,2004,PHOTOGRAPH,I:\Image\mickevicius autumn fern.jpg,false,0,,2371,2518,D7,,
A-021143,"FLOWERING SHRUBS, WISCONSIN",FINE ART,2004,PHOTOGRAPH,I:\Image\mickevicius spring flowering shrub.jpg,false,0,,2371,2518,D7,,
A-021144,SPRINGS COMES TO THE HIGH DESERT,FINE ART,2004,PHOTOGRAPH,I:\Image\mickevicius spring comes to high desert.jpg,false,0,,2371,2518,D7,,
A-021145,PATTERN CRAZY XVII,FINE ART,,"PAPER, WATERCOLOR, GOUACHE, THREAD",I:\Image\thacker pattern crazy xvii.jpg,false,0,,2090,2518,,,
A-021146,PATTERN CRAZY XVIII,FINE ART,,"PAPER, WATERCOLOR, GOUACHE, THREAD",I:\Image\thacker pattern crazy xviii.jpg,false,0,,2090,2518,,,
A-021147,PATTERN CRAZY IXX,FINE ART,,"PAPER, WATERCOLOR, GOUACHE, THREAD",I:\Image\thacker pattern crazy ixx.jpg,false,0,,2090,2518,,,
A-021148,PATTERN CRAZY XX,FINE ART,,"PAPER, WATERCOLOR, GOUACHE, THREAD",I:\Image\thacker pattern crazy xx.jpg,false,0,,2090,2518,,,
A-021149,PATTERNED TRIANGLES I,FINE ART,,"PAPER, WATERCOLOR, GOUACHE, THREAD",I:\Image\thacker pattern traingle i.jpg,false,0,,2090,2518,,,
A-021150,AFRICAN GOSSIPS,FINE ART,,"PAPER, WATERCOLOR, GOUACHE, THREAD",I:\Image\thacker african gossip ii.jpg,false,0,,2090,2518,,,
A-021151,PATTERN CRAZY IV,FINE ART,,"PAPER, WATERCOLOR, GOUACHE, THREAD",I:\Image\thacker pattern crazy iv.jpg,false,0,,2090,2518,,,
